OG_name,OG size (number of genomes),OG size (total number of genes),CAI_mean,knum,knum_description,Ecoli_APEC_O1,Ecoli_JJ1886,Ecoli_UMN026,Sboydii_Sb227,Sflexneri_5_8401
OG_4413,2,2,0.215,K00885,"K00885 (N-acylmannosamine kinase [EC:2.7.1.60], https://www.genome.jp/entry/K00885)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3201,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3265,,
OG_4414,2,2,0.24,K01639,"K01639 (N-acetylneuraminate lyase [EC:4.1.3.3], https://www.genome.jp/entry/K01639)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3202,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3266,,
OG_4415,3,13,0.282,K07483,"K07483 (transposase, https://www.genome.jp/entry/K07483)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3203,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3267,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1325;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1731;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2035;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2197;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2640;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2856;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3396;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3513;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_4533;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_4586;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_642,
OG_4416,2,2,0.442,K07484,"K07484 (transposase, https://www.genome.jp/entry/K07484)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3204,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3268,,
OG_4417,3,3,0.37,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3205,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3269,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_235,
OG_4418,3,6,0.314,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3206,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3270,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1498;Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3526;Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_4436;Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_769
OG_4419,2,2,0.236,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3207,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3271,,
OG_4420,2,2,0.333,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3208,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3272,,
OG_4421,2,2,0.388,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3209,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3273,,
OG_4422,2,2,0.434,K07733,"K07733 (prophage regulatory protein, https://www.genome.jp/entry/K07733)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3210,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3274,,
OG_4423,2,2,0.329,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3211,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3275,,
OG_4424,2,2,0.268,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3212,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3276,,
OG_4425,2,2,0.375,K12687,"K12687 (antigen 43, https://www.genome.jp/entry/K12687)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3214,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3278,,
OG_4426,2,2,0.316,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3216,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3280,,
OG_4427,2,2,0.402,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3222,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3285,,
OG_4428,2,2,0.33,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3228,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3291,,
OG_4429,2,2,0.272,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3229,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3292,,
OG_4430,2,2,0.404,K07486,"K07486 (transposase, https://www.genome.jp/entry/K07486)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3230,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3293,,
OG_4431,4,4,0.312,K18831,"K18831 (HTH-type transcriptional regulator / antitoxin HigA, https://www.genome.jp/entry/K18831)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3382,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3428,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3087,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3337
OG_4432,4,4,0.393,K19166,"K19166 (mRNA interferase HigB [EC:3.1.-.-], https://www.genome.jp/entry/K19166)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3383,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3429,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3088,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3338
OG_4433,2,2,0.278,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_34,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_32,,
OG_4434,4,35,0.311,K07497,"K07497 (putative transposase, https://www.genome.jp/entry/K07497)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3410;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4736,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4652,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1016;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1063;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1109;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_121;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1239;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1270;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1484;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1773;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1804;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1984;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2130;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2191;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2216;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_226;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2532;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_266;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2673;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2790;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3670;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3827;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_4053;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_4329;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_4541;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_4638;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_521;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_625;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_756;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_765;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_850;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_959,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_2477;Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_592
OG_4435,2,2,0.374,K19156,"K19156 (antitoxin PrlF, https://www.genome.jp/entry/K19156)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3424,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3473,,
OG_4436,2,2,0.309,K19155,"K19155 (toxin YhaV [EC:3.1.-.-], https://www.genome.jp/entry/K19155)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3425,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3474,,
OG_4437,2,2,0.336,K21621,"K21621 (tagatose kinase [EC:2.7.1.101], https://www.genome.jp/entry/K21621)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3545,,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3408,
OG_4438,2,2,0.312,K05818,"K05818 (IclR family transcriptional regulator, mhp operon transcriptional activator, https://www.genome.jp/entry/K05818)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_355,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_376,,
OG_4439,2,2,0.436,K05712,"K05712 (3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127], https://www.genome.jp/entry/K05712)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_356,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_377,,
OG_4440,2,2,0.33,K05713,"K05713 (2,3-dihydroxyphenylpropionate 1,2-dioxygenase [EC:1.13.11.16], https://www.genome.jp/entry/K05713)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_357,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_378,,
OG_4441,2,2,0.47,K05714,"K05714 (2-hydroxy-6-oxonona-2,4-dienedioate hydrolase [EC:3.7.1.14], https://www.genome.jp/entry/K05714)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_358,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_379,,
OG_4442,2,2,0.37,K02554,"K02554 (2-keto-4-pentenoate hydratase [EC:4.2.1.80], https://www.genome.jp/entry/K02554)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_359,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_380,,
OG_4443,2,2,0.42,K04073,"K04073 (acetaldehyde dehydrogenase [EC:1.2.1.10], https://www.genome.jp/entry/K04073)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_360,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_381,,
OG_4444,2,2,0.426,K01666,"K01666 (4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39], https://www.genome.jp/entry/K01666)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_361,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_382,,
OG_4445,2,2,0.289,K05819,"K05819 (MFS transporter, AAHS family, 3-hydroxyphenylpropionic acid transporter, https://www.genome.jp/entry/K05819)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_362,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_383,,
OG_4446,4,5,0.338,K07496,"K07496 (putative transposase, https://www.genome.jp/entry/K07496)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3681,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_2505;Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4555,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1117,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_1812
OG_4447,2,2,0.269,K02040,"K02040 (phosphate transport system substrate-binding protein, https://www.genome.jp/entry/K02040)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3707,,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3582,
OG_4448,3,3,0.274,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3876,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3946,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_4194
OG_4449,3,3,0.385,K03292,"K03292 (glycoside/pentoside/hexuronide:cation symporter, GPH family, https://www.genome.jp/entry/K03292)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3877,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3947,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_4193
OG_4450,3,3,0.415,K09955,"K09955 (uncharacterized protein, https://www.genome.jp/entry/K09955)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3878,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3948,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_4192
OG_4451,4,4,0.284,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3892,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3963,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3775,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_4171
OG_4452,2,2,0.336,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3961,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4032,,
OG_4453,2,2,0.35,K07726,"K07726 (putative transcriptional regulator, https://www.genome.jp/entry/K07726)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3962,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4033,,
OG_4454,3,3,0.262,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4100,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4177,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3918
OG_4455,3,3,0.229,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4101,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4178,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3917
OG_4456,4,4,0.254,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4191,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4249,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_4086,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3841
OG_4457,2,2,0.363,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4198,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4257,,
OG_4458,2,2,0.26,K07171;K18841,"K07171 (mRNA interferase MazF [EC:3.1.-.-], https://www.genome.jp/entry/K07171);K18841 (mRNA interferase ChpB [EC:3.1.-.-], https://www.genome.jp/entry/K18841)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4557,,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1189,
OG_4459,4,4,0.322,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4577,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4593,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_4385,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_4489
OG_4460,4,4,0.329,K19336,"K19336 (cyclic-di-GMP-binding biofilm dispersal mediator protein, https://www.genome.jp/entry/K19336)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4578,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4594,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_4384,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_4488
OG_4461,4,4,0.332,K19335,"K19335 (TetR/AcrR family transcriptional regulator, repressor for divergent bdcA, https://www.genome.jp/entry/K19335)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4579,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4595,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_4383,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_4487
OG_4462,4,4,0.247,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4581,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4597,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_4381,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_4485
OG_4463,2,2,0.255,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4582,,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_4374,
OG_4464,2,3,0.378,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4602,,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2194;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_2217,
OG_4465,1,2,0.26,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4609;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4659,,,
OG_4466,1,2,0.307,K02429,"K02429 (MFS transporter, FHS family, L-fucose permease, https://www.genome.jp/entry/K02429)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4610;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4660,,,
OG_4467,1,2,0.354,K00852,"K00852 (ribokinase [EC:2.7.1.15], https://www.genome.jp/entry/K00852)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4611;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4661,,,
OG_4468,2,3,0.316,K11534,"K11534 (DeoR family transcriptional regulator, deoxyribose operon repressor, https://www.genome.jp/entry/K11534)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4612;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4662,,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_4467
OG_4469,1,2,0.35,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4613;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4663,,,
OG_4470,1,2,0.315,K16137,"K16137 (TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon, https://www.genome.jp/entry/K16137)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4614;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4664,,,
OG_4471,1,2,0.221,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4615;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4665,,,
OG_4472,2,3,0.341,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4616;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4666,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4654,,
OG_4473,2,3,0.285,K02168,"K02168 (choline/glycine/proline betaine transport protein, https://www.genome.jp/entry/K02168)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4617;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4667,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4655,,
OG_4474,3,5,0.31,K07497,"K07497 (putative transposase, https://www.genome.jp/entry/K07497)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4620;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4670,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4659,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1079;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1815,
OG_4475,3,5,0.284,K07497,"K07497 (putative transposase, https://www.genome.jp/entry/K07497)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4621;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4671,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4660,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1080;Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_1735,
OG_4476,2,3,0.393,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4622;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4672,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4661,,
OG_4477,2,3,0.231,K02013;K23184,"K02013 (iron complex transport system ATP-binding protein [EC:7.2.2.-], https://www.genome.jp/entry/K02013);K23184 (ferric citrate transport system ATP-binding protein [EC:7.2.2.18], https://www.genome.jp/entry/K23184)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4623;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4673,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4662,,
OG_4478,2,3,0.303,K23182,"K23182 (ferric citrate transport system permease protein, https://www.genome.jp/entry/K23182)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4624;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4674,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4663,,
OG_4479,2,3,0.33,K23183,"K23183 (ferric citrate transport system permease protein, https://www.genome.jp/entry/K23183)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4625;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4675,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4664,,
OG_4480,2,3,0.412,K23181,"K23181 (ferric citrate transport system substrate-binding protein, https://www.genome.jp/entry/K23181)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4626;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4676,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4665,,
OG_4481,2,3,0.468,K02014;K16091,"K02014 (iron complex outermembrane recepter protein, https://www.genome.jp/entry/K02014);K16091 (Fe(3+) dicitrate transport protein, https://www.genome.jp/entry/K16091)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4627;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4677,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4666,,
OG_4482,2,3,0.379,K07165,"K07165 (transmembrane sensor, https://www.genome.jp/entry/K07165)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4628;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4678,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4667,,
OG_4483,2,3,0.335,K23514,"K23514 (RNA polymerase sigma-19 factor, ECF subfamily, https://www.genome.jp/entry/K23514)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4629;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4679,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4668,,
OG_4484,3,4,0.287,K07480,"K07480 (insertion element IS1 protein InsB, https://www.genome.jp/entry/K07480)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4630;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4680,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4670,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_847,
OG_4485,2,3,0.425,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4631;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4681,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4673,,
OG_4486,2,3,0.35,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4632;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4682,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4674,,
OG_4487,2,3,0.227,K07483,"K07483 (transposase, https://www.genome.jp/entry/K07483)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4634;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4684,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4676,,
OG_4488,2,3,0.188,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4635;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4685,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4677,,
OG_4489,1,2,0.328,K07733,"K07733 (prophage regulatory protein, https://www.genome.jp/entry/K07733)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4639;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4689,,,
OG_4490,1,2,0.211,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4641;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4691,,,
OG_4491,1,2,0.24,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4642;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4692,,,
OG_4492,1,2,0.376,K12687,"K12687 (antigen 43, https://www.genome.jp/entry/K12687)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4644;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4694,,,
OG_4493,2,3,0.325,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4645;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4695,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4687,,
OG_4494,2,3,0.514,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4650;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4700,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4692,,
OG_4495,1,2,0.314,K18837,"K18837 (cytoskeleton-binding toxin CbtA and related proteins, https://www.genome.jp/entry/K18837)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4652;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4702,,,
OG_4496,1,2,0.357,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4653;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4703,,,
OG_4497,1,2,0.353,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4654;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4704,,,
OG_4498,1,2,0.282,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4655;Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4705,,,
OG_4499,2,2,0.378,K00899,"K00899 (5-methylthioribose kinase [EC:2.7.1.100], https://www.genome.jp/entry/K00899)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4716,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4694,,
OG_4500,2,2,0.33,K08963,"K08963 (methylthioribose-1-phosphate isomerase [EC:5.3.1.23], https://www.genome.jp/entry/K08963)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4717,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4695,,
OG_4501,2,2,0.275,K01628,"K01628 (L-fuculose-phosphate aldolase [EC:4.1.2.17], https://www.genome.jp/entry/K01628)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4718,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4696,,
OG_4502,2,2,0.316,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4719,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4697,,
OG_4503,2,2,0.302,,,,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4720,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4698,,
OG_4504,2,2,0.327,K03299,"K03299 (gluconate:H+ symporter, GntP family, https://www.genome.jp/entry/K03299)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4721,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4699,,
OG_4505,2,2,0.338,K22396,"K22396 (xylonate dehydratase [EC:4.2.1.82], https://www.genome.jp/entry/K22396)",,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_4722,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_4700,,
